accuracy,loss,val_accuracy,val_loss
0.9593433737754822,0.11610913276672363,0.48858919739723206,5.0304412841796875
0.9961644411087036,0.01416467223316431,0.48858919739723206,6.027895927429199
0.9950905442237854,0.013147847726941109,0.48858919739723206,6.34999418258667
0.9976986646652222,0.010009393095970154,0.48858919739723206,12.87595272064209
0.9975452423095703,0.009142755530774593,0.48858919739723206,6.048624515533447
0.9969315528869629,0.012051180005073547,0.4958506226539612,2.966425895690918
0.9984657764434814,0.006110199727118015,0.5134854912757874,4.516803741455078
0.9972383975982666,0.006904140114784241,0.5850622653961182,3.5704526901245117
0.995550811290741,0.014497507363557816,0.6421161890029907,1.7543836832046509
0.9952439665794373,0.01385901216417551,0.930497944355011,0.44549882411956787
0.9976986646652222,0.005367381498217583,0.9356846213340759,0.4373351037502289
0.997852087020874,0.007380721624940634,0.8008298873901367,0.5764095187187195
0.9983123540878296,0.006640182342380285,0.9948132634162903,0.02024224027991295
0.9990794658660889,0.0036972668021917343,0.521784245967865,4.095621585845947
0.9983123540878296,0.005615368485450745,1.0,5.659558155457489e-05
0.9986191987991333,0.004794084466993809,0.9004149436950684,0.45296064019203186
0.9983123540878296,0.005080537870526314,1.0,6.154319271445274e-05
0.998926043510437,0.005258051212877035,0.5124481320381165,6.8306050300598145
0.997852087020874,0.00794150773435831,0.5114107728004456,6.729316711425781
0.9975452423095703,0.004622768610715866,0.9989626407623291,0.0029507784638553858
