accuracy,loss,val_accuracy,val_loss
0.36479154229164124,1.0902889966964722,0.3620488941669464,1.0841537714004517
0.5058537721633911,1.0135027170181274,0.6530849933624268,0.9338878393173218
0.673043966293335,0.8603202104568481,0.7508730888366699,0.7723372578620911
0.7529982924461365,0.6839198470115662,0.8195576071739197,0.5224773287773132
0.7782695889472961,0.6077331304550171,0.7240977883338928,0.6929476857185364
0.7781267762184143,0.5941992998123169,0.8346915245056152,0.4674285054206848
0.7811250686645508,0.5698853135108948,0.8044237494468689,0.49315720796585083
0.8025413751602173,0.5240970253944397,0.8242142200469971,0.45870473980903625
0.8078240752220154,0.4960358738899231,0.8649592399597168,0.3773210346698761
0.8216733336448669,0.47228002548217773,0.8172293305397034,0.4682859182357788
0.8233866095542908,0.46986642479896545,0.8766006827354431,0.328012615442276
0.845231294631958,0.4205833971500397,0.875436544418335,0.30458059906959534
0.8533694744110107,0.3857046365737915,0.8789289593696594,0.3293904662132263
0.8745002746582031,0.33726972341537476,0.8731082677841187,0.3246482014656067
0.8606510758399963,0.36767470836639404,0.8521536588668823,0.3579421937465668
0.8764991164207458,0.3311846852302551,0.9103608727455139,0.24873460829257965
0.8797829747200012,0.32519280910491943,0.9220023155212402,0.2402612566947937
0.8843517899513245,0.3087759017944336,0.8125727772712708,0.4694439470767975
0.8657909631729126,0.3529793918132782,0.9208381772041321,0.22021259367465973
0.8877784013748169,0.3046052157878876,0.9103608727455139,0.24451619386672974
0.8979154825210571,0.2742946147918701,0.9115250110626221,0.23951047658920288
0.8819246292114258,0.3050355613231659,0.9091967344284058,0.259060263633728
0.9009137749671936,0.267782598733902,0.9522700905799866,0.17007037997245789
0.9010565280914307,0.27819502353668213,0.8882421255111694,0.28362706303596497
0.9124785661697388,0.24148114025592804,0.9022118449211121,0.258113831281662
0.9004854559898376,0.2691894471645355,0.9499418139457703,0.17087715864181519
0.9176185131072998,0.23092950880527496,0.938300371170044,0.18069356679916382
0.9239006042480469,0.22211727499961853,0.955762505531311,0.13861395418643951
0.9307538270950317,0.20541681349277496,0.9534342288970947,0.14243753254413605
0.9223300814628601,0.2276780903339386,0.9662398099899292,0.1306944042444229
0.9253283739089966,0.21091191470623016,0.9417927861213684,0.16203153133392334
0.9278983473777771,0.2095053344964981,0.9138533473014832,0.21796905994415283
0.9318960309028625,0.19555456936359406,0.9627473950386047,0.11427395790815353
0.9416047930717468,0.17192332446575165,0.955762505531311,0.12759622931480408
0.9351798892021179,0.1955784410238266,0.9522700905799866,0.12131015211343765
0.934751570224762,0.18959173560142517,0.9313154816627502,0.15372367203235626
0.9351798892021179,0.18584230542182922,0.9720605611801147,0.09070969372987747
0.9251856207847595,0.2120266854763031,0.9639115333557129,0.10040908306837082
0.9317532777786255,0.1923455148935318,0.9580907821655273,0.13110607862472534
0.9367504119873047,0.17795835435390472,0.965075671672821,0.10821136832237244
0.9437464475631714,0.15719293057918549,0.9394645094871521,0.14946448802947998
0.9411764740943909,0.1652919054031372,0.9615832567214966,0.09967911243438721
