accuracy,loss,val_accuracy,val_loss
0.6944623589515686,0.7252301573753357,0.6947368383407593,0.6604565382003784
0.7009015083312988,0.6458677053451538,0.6947368383407593,0.6270002126693726
0.701384425163269,0.6242436170578003,0.7078947424888611,0.600436270236969
0.7187701463699341,0.6382796168327332,0.7131578922271729,0.5931227803230286
0.7266581058502197,0.5913231372833252,0.7644736766815186,0.5336822271347046
0.7068576812744141,0.6017491221427917,0.7552631497383118,0.5603225827217102
0.7464584708213806,0.570370078086853,0.7736842036247253,0.5287550687789917
0.7512878179550171,0.5440600514411926,0.682894766330719,0.5532333254814148
0.7301996350288391,0.5803283452987671,0.75789475440979,0.5364595055580139
0.7393754124641418,0.5618957281112671,0.7710526585578918,0.5237674713134766
0.7583708763122559,0.5384874939918518,0.7605262994766235,0.510807991027832
0.7561171650886536,0.529432475566864,0.7855263352394104,0.481513649225235
0.7474243640899658,0.548816442489624,0.7815789580345154,0.49221375584602356
0.7607855796813965,0.5260152220726013,0.7749999761581421,0.5090923309326172
0.7564391493797302,0.5337957143783569,0.7842105031013489,0.4860996901988983
0.7638441920280457,0.5303627848625183,0.7736842036247253,0.518600583076477
0.757565975189209,0.5336392521858215,0.7894737124443054,0.479308545589447
0.7590147852897644,0.5313798189163208,0.7815789580345154,0.47894424200057983
0.7641661167144775,0.5330751538276672,0.7105262875556946,0.5622373223304749
0.7401803135871887,0.5531594157218933,0.7723684310913086,0.5159346461296082
0.7511268258094788,0.5412265062332153,0.7671052813529968,0.4920787513256073
0.7588538527488708,0.5300045609474182,0.7842105031013489,0.48549968004226685
0.7590147852897644,0.5230275988578796,0.7802631855010986,0.4780295789241791
0.7548293471336365,0.5328212976455688,0.7934210300445557,0.46432584524154663
0.7625563144683838,0.5209704041481018,0.7947368621826172,0.4712161123752594
0.7619124054908752,0.5152056217193604,0.7986842393875122,0.4533390998840332
0.7680296301841736,0.5081170201301575,0.7618421316146851,0.4866297245025635
0.7528976202011108,0.522637665271759,0.7749999761581421,0.46980029344558716
0.757565975189209,0.5262235999107361,0.7657894492149353,0.4964214563369751
0.7567611336708069,0.5284391045570374,0.7855263352394104,0.47965267300605774
0.7611075043678284,0.5200837850570679,0.8013157844543457,0.4743277430534363
