accuracy,loss,val_accuracy,val_loss
0.437607079744339,1.0324229001998901,0.6018626093864441,0.896388053894043
0.5165619850158691,0.965340793132782,0.610011637210846,0.8908369541168213
0.5538263916969299,0.9127254486083984,0.6484283804893494,0.8014008402824402
0.5969446301460266,0.8611652255058289,0.7217695116996765,0.7306625843048096
0.690890908241272,0.7823497653007507,0.7660070061683655,0.6658772230148315
0.7691318988800049,0.6602599620819092,0.8416763544082642,0.5111634135246277
0.7976870536804199,0.5495641827583313,0.8335273861885071,0.4755399227142334
0.8142489790916443,0.5042696595191956,0.875436544418335,0.41108182072639465
0.8191033601760864,0.48154813051223755,0.8277066349983215,0.4627574682235718
0.8246716260910034,0.4579141438007355,0.868451714515686,0.3533254563808441
0.8360936641693115,0.4127305746078491,0.8800931572914124,0.3170989453792572
0.8550828099250793,0.38052400946617126,0.8521536588668823,0.37431707978248596
0.8373786211013794,0.41075584292411804,0.8917346000671387,0.3271309435367584
0.8543689250946045,0.36552008986473083,0.8800931572914124,0.3210584223270416
0.8695031404495239,0.3313790261745453,0.9080325961112976,0.25409042835235596
0.8615077137947083,0.3473913371562958,0.9126891493797302,0.32616880536079407
0.8637921214103699,0.3572615385055542,0.8928987383842468,0.3267541527748108
0.8749285936355591,0.3214707374572754,0.9254947900772095,0.2438475340604782
0.8806396126747131,0.30997365713119507,0.9313154816627502,0.2413119375705719
0.8819246292114258,0.31712326407432556,0.9359720349311829,0.22385500371456146
0.8890634179115295,0.2839294373989105,0.946449339389801,0.17985616624355316
0.8969160318374634,0.2678227126598358,0.9324796199798584,0.22381113469600677
0.9009137749671936,0.2642535865306854,0.9231664538383484,0.20966733992099762
0.8936322331428528,0.29060861468315125,0.9313154816627502,0.20027229189872742
0.9009137749671936,0.2725672125816345,0.8998835682868958,0.24730519950389862
0.916047990322113,0.23661097884178162,0.9115250110626221,0.2697977125644684
