loss,accuracy,val_loss,val_accuracy
1.0828579664230347,0.38819241523742676,1.0343003273010254,0.4114149808883667
0.9745951890945435,0.5204081535339355,0.8745935559272766,0.5945303440093994
0.9218050241470337,0.5658892393112183,0.8000480532646179,0.6682521104812622
0.8756881356239319,0.6185131072998047,0.7637144923210144,0.7217597961425781
0.7852756977081299,0.6950437426567078,0.6068093180656433,0.8204518556594849
0.6337132453918457,0.76282799243927,0.48167884349823,0.8287752866744995
0.5621041059494019,0.7848396301269531,0.37758421897888184,0.854934573173523
0.49158570170402527,0.806414008140564,0.4293212294578552,0.8442330360412598
0.46309134364128113,0.8183673620223999,0.40805065631866455,0.815695583820343
0.4397699236869812,0.8268221616744995,0.41396772861480713,0.8382877707481384
0.4578409790992737,0.8189504146575928,0.30608275532722473,0.8834720849990845
0.420975923538208,0.8333819508552551,0.33152759075164795,0.8834720849990845
0.38563647866249084,0.8473761081695557,0.2584603428840637,0.9060642123222351
0.3911455273628235,0.846355676651001,0.27367618680000305,0.8953626751899719
0.3534274697303772,0.8650145530700684,0.26284560561180115,0.900118887424469
0.3379635810852051,0.8689504265785217,0.3226127028465271,0.8775267601013184
0.3250519335269928,0.8755102157592773,0.24645669758319855,0.9131985902786255
0.3031270503997803,0.8826530575752258,0.2770327031612396,0.8965517282485962
0.31674060225486755,0.8785714507102966,0.21818584203720093,0.9357907176017761
0.31200501322746277,0.8795918226242065,0.21437139809131622,0.9334126114845276
0.2871336340904236,0.890379011631012,0.21124312281608582,0.931034505367279
0.2862797975540161,0.8940232992172241,0.33555880188941956,0.8656361699104309
0.28123435378074646,0.8906705379486084,0.18873105943202972,0.9143876433372498
0.2643967568874359,0.9030612111091614,0.22240999341011047,0.9239001274108887
0.282596617937088,0.8918367624282837,0.18752576410770416,0.9227110743522644
0.26006004214286804,0.9026238918304443,0.2107509821653366,0.9357907176017761
0.24158349633216858,0.9109329581260681,0.20425008237361908,0.9262782335281372
0.23105621337890625,0.9132652878761292,0.18761789798736572,0.9357907176017761
0.26336684823036194,0.9023323655128479,0.1996971219778061,0.9346016645431519
0.24530017375946045,0.9077259302139282,0.17374968528747559,0.9381688237190247
0.2227465808391571,0.9170553684234619,0.2041962742805481,0.9215220212936401
0.21654944121837616,0.9195335507392883,0.2626437842845917,0.8882282972335815
0.20156218111515045,0.9244897961616516,0.14926721155643463,0.9488704204559326
0.21727894246578217,0.9253644347190857,0.17603033781051636,0.9417360424995422
0.21953372657299042,0.9230320453643799,0.16093316674232483,0.940546989440918
0.1954890638589859,0.9322157502174377,0.13785217702388763,0.9560047388076782
0.19389456510543823,0.9325072765350342,0.13125036656856537,0.9524375796318054
0.18159298598766327,0.9361516237258911,0.209377259016037,0.915576696395874
0.1855359971523285,0.9323615431785583,0.12362053990364075,0.954815685749054
0.18745967745780945,0.9336734414100647,0.12871627509593964,0.9571937918663025
