loss,accuracy,val_loss,val_accuracy
1.097541093826294,0.34159690141677856,1.0963659286499023,0.3565789461135864
1.0963603258132935,0.3494848608970642,1.0970358848571777,0.3565789461135864
1.0964701175689697,0.35383129119873047,1.0967310667037964,0.3565789461135864
1.093326210975647,0.37765616178512573,1.0907021760940552,0.3565789461135864
1.0706851482391357,0.4037347137928009,1.0033001899719238,0.464473694562912
1.0236440896987915,0.4605602025985718,0.9232177734375,0.5355263352394104
1.0333386659622192,0.4439793825149536,0.9616000652313232,0.5526315569877625
0.999015748500824,0.4777849316596985,0.9544739723205566,0.5986841917037964
0.9815213084220886,0.5037025213241577,0.9414377212524414,0.4934210479259491
0.9638183116912842,0.5128782987594604,0.8906310200691223,0.5684210658073425
0.9487366080284119,0.5199613571166992,0.8588243126869202,0.6065789461135864
0.940314769744873,0.5239858627319336,0.8636037111282349,0.5973684191703796
0.9251701831817627,0.5323567390441895,0.8229243159294128,0.621052622795105
0.8797528743743896,0.569381833076477,0.7435057163238525,0.6578947305679321
0.8375223875045776,0.6062459945678711,0.7440541982650757,0.6802631616592407
0.8137707710266113,0.6305537819862366,0.7096412777900696,0.6907894611358643
0.74847811460495,0.6872183084487915,0.5402031540870667,0.8328947424888611
0.6939054131507874,0.7285898327827454,0.6015250086784363,0.8013157844543457
0.6729772686958313,0.7417900562286377,0.4996577203273773,0.8052631616592407
0.595755934715271,0.7731809616088867,0.4339520037174225,0.8434210419654846
0.5539056658744812,0.7783322334289551,0.4944159686565399,0.8013157844543457
0.573253870010376,0.7706052660942078,0.4801235795021057,0.8394736647605896
0.5174705386161804,0.802479088306427,0.46194466948509216,0.8407894968986511
0.5196694135665894,0.801996111869812,0.4186154007911682,0.8289473652839661
0.4876628816127777,0.8110109567642212,0.4094065725803375,0.8486841917037964
0.4461805522441864,0.8330650329589844,0.3677349388599396,0.8421052694320679
0.4099578261375427,0.848518967628479,0.40070632100105286,0.8460526466369629
0.3934783637523651,0.8507726788520813,0.27814608812332153,0.8921052813529968
0.382819265127182,0.8572118282318115,0.36819931864738464,0.8407894968986511
0.3972225487232208,0.8530263900756836,0.3033198416233063,0.8618420958518982
0.34053143858909607,0.8749195337295532,0.3787743151187897,0.8526315689086914
0.3562403917312622,0.8644558787345886,0.4754059910774231,0.800000011920929
0.31897827982902527,0.8831294178962708,0.30618682503700256,0.8881579041481018
