accuracy,loss,val_accuracy,val_loss
0.3643632233142853,1.0894547700881958,0.3620488941669464,1.1640446186065674
0.3645060062408447,1.0942870378494263,0.3620488941669464,1.091818928718567
0.39877212047576904,1.0688830614089966,0.3795110583305359,1.0789071321487427
0.41719016432762146,1.04242742061615,0.46216529607772827,0.9749536514282227
0.5031410455703735,0.9549244046211243,0.469150185585022,0.9780601263046265
0.5402626991271973,0.9016326665878296,0.5890570282936096,0.8484889268875122
0.6025128364562988,0.8555015921592712,0.7008149027824402,0.7583436369895935
0.7268703579902649,0.7104493379592896,0.7811408638954163,0.7139356732368469
0.8013991713523865,0.5814121961593628,0.8393480777740479,0.4995807707309723
0.8272415995597839,0.49038270115852356,0.8242142200469971,0.45276355743408203
0.8322387337684631,0.46434637904167175,0.849825382232666,0.44597819447517395
0.8409480452537537,0.4308925271034241,0.8637951016426086,0.37715214490890503
0.8515134453773499,0.4095538258552551,0.8579744100570679,0.3922553062438965
0.8562250137329102,0.3869851231575012,0.8533177971839905,0.40052714943885803
0.8615077137947083,0.37259817123413086,0.8952270150184631,0.325557142496109
0.869074821472168,0.3447595238685608,0.884749710559845,0.30402833223342896
0.8796402215957642,0.329740047454834,0.8800931572914124,0.34774649143218994
0.8999143242835999,0.28178930282592773,0.8824214339256287,0.31098672747612
0.9023415446281433,0.27642950415611267,0.7846332788467407,0.5676966905593872
0.8906339406967163,0.30925750732421875,0.9080325961112976,0.2540096640586853
0.8984865546226501,0.27863809466362,0.903376042842865,0.2553713023662567
0.9090519547462463,0.2559632360935211,0.8952270150184631,0.29528239369392395
0.9216161966323853,0.23155616223812103,0.8835855722427368,0.3141520023345947
0.9249000549316406,0.21858152747154236,0.903376042842865,0.2609635591506958
0.9217590093612671,0.21597805619239807,0.9126891493797302,0.24753724038600922
0.9263278245925903,0.22010062634944916,0.9278230667114258,0.20828215777873993
0.9303255081176758,0.20018696784973145,0.9150174856185913,0.2549517750740051
0.9249000549316406,0.2153957188129425,0.9068684577941895,0.2789037525653839
0.9284694194793701,0.20413577556610107,0.9185099005699158,0.24537712335586548
0.9308966398239136,0.19596774876117706,0.8987194299697876,0.316685289144516
0.9201884865760803,0.22051627933979034,0.9243305921554565,0.20772254467010498
0.9330382347106934,0.18365414440631866,0.903376042842865,0.25956547260284424
0.9400342702865601,0.16797521710395813,0.9220023155212402,0.23979493975639343
0.9361793398857117,0.17376947402954102,0.8894062638282776,0.330255925655365
0.9360365271568298,0.18072785437107086,0.9196740388870239,0.23325876891613007
0.9363220930099487,0.17905105650424957,0.9022118449211121,0.26199281215667725
