accuracy,loss,val_accuracy,val_loss
0.3727405369281769,1.0881866216659546,0.36979785561561584,1.0905461311340332
0.45539358258247375,1.0365403890609741,0.5398335456848145,0.9457470774650574
0.6189504265785217,0.9345211386680603,0.7324613332748413,0.8594671487808228
0.7374635338783264,0.7390856742858887,0.7633769512176514,0.6419863700866699
0.7625364661216736,0.629249632358551,0.7764565944671631,0.5617852807044983
0.7960641384124756,0.5489004254341125,0.8192628026008606,0.49733346700668335
0.81516033411026,0.5231796503067017,0.8668252229690552,0.40534231066703796
0.8193877339363098,0.518342912197113,0.8478002548217773,0.46959877014160156
0.8387755155563354,0.4715253412723541,0.8489893078804016,0.4347479045391083
0.8354227542877197,0.44725748896598816,0.8585017919540405,0.3823516070842743
0.8348396420478821,0.43264278769493103,0.8822829723358154,0.3088451623916626
0.8612244725227356,0.37619784474372864,0.8751486539840698,0.3253941535949707
0.8479591608047485,0.4023624360561371,0.8929845690727234,0.2517460882663727
0.8736151456832886,0.33788827061653137,0.9131985902786255,0.2622380554676056
0.8794460892677307,0.31416311860084534,0.9227110743522644,0.22004134953022003
0.8841108083724976,0.29519060254096985,0.9286563396453857,0.19904430210590363
0.8905248045921326,0.2826898396015167,0.9322235584259033,0.19244131445884705
0.8918367624282837,0.2806585133075714,0.856123685836792,0.38029852509498596
0.8829445838928223,0.30282142758369446,0.945303201675415,0.16026605665683746
0.9029154777526855,0.26434579491615295,0.945303201675415,0.18579120934009552
0.9102040529251099,0.2571156620979309,0.8953626751899719,0.25172483921051025
0.909621000289917,0.25682467222213745,0.9583829045295715,0.1279727667570114
0.9139941930770874,0.23027677834033966,0.9583829045295715,0.12151908874511719
0.9227405190467834,0.21898670494556427,0.9595719575881958,0.12034126371145248
0.915597677230835,0.2370898574590683,0.9143876433372498,0.1967955082654953
0.9167638421058655,0.2331198751926422,0.9429250955581665,0.16989777982234955
0.9040816426277161,0.26043951511383057,0.9072532653808594,0.23960736393928528
0.9253644347190857,0.2092919945716858,0.9120095372200012,0.2119787335395813
0.9230320453643799,0.21647393703460693,0.9120095372200012,0.2535364031791687
